cite,question_id,question,choices,answer,chapter
한국은 종교의 자유를 인정하는 나라로서 한국인의 절반 정도는 종교 생활을 하고 있다.,38,한국인 중 얼마나 많은 비율이 종교 생활을 하고 있나요?,"1. 25%
2. 50%
3. 75%
4. 100%
",50%,15
한국인의 종교  불교  22%  개신교  21%  카톨릭  7%,39,한국인의 종교 중 카톨릭의 비율은 얼마나 되나요?,"1. 7%
2. 21%
3. 22%
4. 50%
",7%,15
"오늘날 한국인들은 불교, 기독교, 유교, 원불교, 천도교, 이슬람교 등의 다양한 종교를 가지고 있다.",40,오늘날 한국인들이 가지고 있는 종교로 틀린 것은 무엇인가?,"1. 불교
2. 기독교
3. 유교
4. 힌두교
",힌두교,15
한국은 종교의 자유를 인정하는 나라로서 한국인의 절반 정도는 종교 생활을 하고 있다.,41,한국인의 대략 몇 퍼센트가 종교 생활을 하고 있는가?,"1. 25%
2. 50%
3. 75%
4. 100%
",50%,15
불교는 4세기 무렵 한국에 전파된 종교로서 외래종교 중 가장 오래 되었고 그만큼 많은 문화유산을남겼다.,42,한국에 가장 오래 전에 전파된 외래 종교는 무엇인가?,"1. 불교
2. 기독교
3. 유교
4. 이슬람교
",불교,15
유교도 삼국시대에 처음 들어온 이후 대체로 고려 말 무렵 한국에서 자리를 잡기 시작하였다.,43,유교가 한국에서 자리를 잡기 시작한 시대는 언제인가?,"1. 삼국시대
2. 고구려
3. 백제
4. 고려 말
",고려 말,15
특히 조선시대에 유교가 국가 통치 이념으로 채택되면서 이후 한국에 큰 영향을 끼쳤다.,44,어느 시대에 유교가 국가 통치 이념으로 채택되었는가?,"1. 삼국시대
2. 고려시대
3. 조선시대
4. 일제강점기
",조선시대,15
"한국 사람들은 웃어른에 대한 예의, 가족의 결속 등과 같은 유교적 가르침을 일상생활 속에서 자연스럽게 따른다.",45,한국 사람들이 일상생활에서 자연스럽게 따르는 유교적 가르침은 무엇인가?,"1. 웃어른에 대한 예의
2. 가족의 결속
3. 물질적 풍요
4. 개인의 자유
","웃어른에 대한 예의, 가족의 결속",15
그래서 유교는 종교라기보다는 하나의 가치관처럼 인식되는 경우가 많다.,46,유교는 종교라기보다 어떻게 인식되는 경우가 많은가?,"1. 하나의 가치관
2. 하나의 문화
3. 하나의 학문
4. 하나의 예술
",하나의 가치관,15
조상이 돌아가신 날이나 명절에 조상에게 제사를 지내는 것은 유교의 대표적인 의식의 하나이다.,47,유교의 대표적인 의식 중 하나는 무엇인가?,"1. 명절에 조상에게 제사 지내기
2. 웃어른에게 예의 바치기
3. 가족과 함께 식사하기
4. 개인의 명상
",명절에 조상에게 제사 지내기,15
그래서 종교에 상관없이 많은 사람들이관광이나 체험 등을 위해 절을 방문한다.,48,한국에서 절을 방문하는 주요 이유는 무엇인가?,"1. 관광이나 체험
2. 종교적 신앙
3. 학문적 연구
4. 사회적 의무
",관광이나 체험,15
"오래 전에 만들어진 절과 그 안에 있는불상, 탑 등은 한국의 중요한 문화재로 지정된경우가 많다.",49,한국의 중요한 문화재로 지정되는 경우가 많은 것은 무엇인가?,"1. 절과 그 안에 있는 불상, 탑
2. 고대 유적지
3. 전통 음식
4. 전통 의상
","절과 그 안에 있는 불상, 탑",15
기독교는 가톨릭과 개신교로 나뉜다.,50,기독교는 어떤 두 가지로 나뉘는가?,"1. 가톨릭과 이슬람
2. 개신교와 이슬람
3. 가톨릭과 개신교
4. 천도교와 원불교
",가톨릭과 개신교,15
가톨릭은 17세기에 서양의 학문과 함께 들어 왔다.,51,가톨릭은 언제 한국에 들어왔는가?,"1. 16세기
2. 17세기
3. 18세기
4. 19세기
",17세기,15
개신교는 19세기에 선교사들을 통해 한국에 들어왔다.,52,개신교는 언제 한국에 들어왔는가?,"1. 16세기
2. 17세기
3. 18세기
4. 19세기
",19세기,15
"가톨릭의 종교 의식은 성당에서, 개신교의 종교 의식은 교회에서 각각 이루어진다.",53,가톨릭의 종교 의식은 어디에서 이루어지는가?,"1. 성당
2. 교회
3. 사원
4. 신당
",성당,15
"가톨릭의 종교 의식은 성당에서, 개신교의 종교 의식은 교회에서 각각 이루어진다.",54,개신교의 종교 의식은 어디에서 이루어지는가?,"1. 성당
2. 교회
3. 사원
4. 신당
",교회,15
원불교와 천도교는 한국에서 만들어진 고유의 종교로서 각각 일정한 수의 신도를 확보하고 있다.,55,한국에서 만들어진 고유의 종교는 무엇인가?,"1. 가톨릭과 개신교
2. 이슬람과 천도교
3. 원불교와 천도교
4. 가톨릭과 이슬람
",원불교와 천도교,15
최근에는 이슬람교를 종교로 가진 외국인 근로자들이 한국에 많이 들어오면서 이슬람 사원 등 이슬람 문화를 접할 수 있는 기회도 늘어나고 있다.,56,최근 한국에 많이 들어오는 외국인 근로자들의 종교는 무엇인가?,"1. 가톨릭
2. 개신교
3. 이슬람
4. 원불교
",이슬람,15
"개신교는 종교 활동뿐 아니라 병원, 학교 등을 설립하는 활동을 통해 널리 알려졌다.",57,개신교는 어떤 활동을 통해 널리 알려졌는가?,"1. 병원, 학교 설립
2. 사회 봉사
3. 문화 활동
4. 체육 활동
","병원, 학교 설립",15
가톨릭은 조선 시대에 한동안 금지되거나 억압을 받기도 했다.,58,조선 시대에 어떤 종교가 금지되거나 억압 받았는가?,"1. 가톨릭
2. 개신교
3. 이슬람
4. 원불교
",가톨릭,15
신분 간의 평등을 주장하거나 조상에 대한 제사를 강조하지 않는다는 점 등이 유교적 전통과 맞지 않다는 이유로 가톨릭은 조선 시대에 한동안 금지되거나 억압을 받기도 했다.,59,가톨릭이 조선 시대에 금지되거나 억압 받은 이유는 무엇인가?,"1. 신분 간의 평등을 주장하고, 조상에 대한 제사를 강조하지 않는다는 점
2. 외국에서 유입된 종교라는 점
3. 조선의 정치적 이슈
4. 조선의 경제적 이슈
","신분 간의 평등을 주장하고, 조상에 대한 제사를 강조하지 않는다는 점",15
"한국의 주요 의례에는 어떤 것이 있을까? 어느 사회에서나 사람이 태어나고 결혼하고 죽는 것 등은 사람의 일생 중에서 매우 중요한 일이다. 한국에도 그러한 일을 특별히 기억하는 의례가 있는데, 결혼식, 장례식, 제사, 생일잔치 등이 그것이다.",0,한국의 주요 의례에는 어떤 것들이 포함되어 있나요?,"1. 결혼식, 장례식, 제사, 생일잔치
2. 결혼식, 장례식, 제사, 졸업식
3. 결혼식, 장례식, 입학식, 생일잔치
4. 결혼식, 장례식, 제사, 입학식
","결혼식, 장례식, 제사, 생일잔치",17
남녀가 정식으로 부부가 되는 의례를 결혼식이라고 한다.,1,한국에서 남녀가 정식으로 부부가 되는 의례는 무엇인가요?,"1. 제사
2. 결혼식
3. 장례식
4. 생일잔치
",결혼식,17
결혼식이 끝나고 양가 가족에게 전통적인 인사인 폐백을 한 후에 신랑 신부는 신혼여행을 떠난다.,2,결혼식이 끝나고 양가 가족에게 하는 전통적인 인사는 무엇인가요?,"1. 폐백
2. 상주
3. 상모
4. 상가
",폐백,17
사람이 죽으면 죽은 사람에 대한 예를 갖추어 그를떠나보내는데 이를 장례라고 한다.,3,사람이 죽었을 때 그를 떠나보내는 의례를 무엇이라고 하나요?,"1. 제사
2. 결혼식
3. 장례식
4. 생일잔치
",장례식,17
"유족들 중 남자는검정색 양복을, 여자는 흰색 또는 검정색 한복을입는다.",4,장례식에서 유족들이 입는 옷의 색깔은 무엇인가요?,"1. 남자는 흰색 양복, 여자는 검정색 한복
2. 남자는 검정색 양복, 여자는 흰색 또는 검정색 한복
3. 남자는 흰색 양복, 여자는 흰색 한복
4. 남자는 검정색 양복, 여자는 검정색 한복
","남자는 검정색 양복, 여자는 흰색 또는 검정색 한복",17
"문상객은 죽은 사람의 사진에 두 번, 유족에게는 한 번의 절을 한다.",5,장례식에서 문상객이 절을 하는 횟수는 어떻게 되나요?,"1. 죽은 사람의 사진에 한 번, 유족에게는 두 번
2. 죽은 사람의 사진에 두 번, 유족에게는 한 번
3. 죽은 사람의 사진에 한 번, 유족에게는 한 번
4. 죽은 사람의 사진에 두 번, 유족에게는 두 번
","죽은 사람의 사진에 두 번, 유족에게는 한 번",17
청첩장  결혼식에 초대하는 편지,6,결혼식에 초대하는 편지를 무엇이라고 하나요?,"1. 청첩장
2. 축의금
3. 폐백
4. 상주
",청첩장,17
결혼식에 초대받은 사람들은 축의금을 내고 결혼식이 끝난 후 음식을 먹으면서 신랑 신부의 결혼을 축하해 준다.,7,결혼식에 초대받은 사람들이 결혼식이 끝난 후 하는 행동은 무엇인가요?,"1. 축의금을 내고 음식을 먹으면서 축하한다
2. 축의금을 내고 축하한다
3. 음식을 먹으면서 축하한다
4. 축의금을 내고 음식을 먹는다
",축의금을 내고 음식을 먹으면서 축하한다,17
유족을 위로하기 위해 방문하는 문상객도대부분 검정색 옷을 입고 조의금을 준비한다.,8,장례식에서 유족을 위로하기 위해 방문하는 문상객이 입는 옷의 색깔은 무엇인가요?,"1. 흰색
2. 검정색
3. 파란색
4. 빨간색
",검정색,17
문상객들은 유족이 준비한 음식을 먹으면서 죽은 사람에 대한 이야기를 나누고 유족을 위로한다.,9,장례식에서 문상객들이 하는 행동은 무엇인가요?,"1. 유족이 준비한 음식을 먹으면서 이야기를 나누고 유족을 위로한다
2. 유족이 준비한 음식을 먹는다
3. 유족을 위로한다
4. 이야기를 나눈다
",유족이 준비한 음식을 먹으면서 이야기를 나누고 유족을 위로한다,17
청첩장  결혼식에 초대하는 편지,10,청첩장의 용도는 무엇인가?,"1. 결혼식에 초대하는 편지
2. 생일 파티에 초대하는 편지
3. 회사 모임에 초대하는 편지
4. 장례식에 초대하는 편지
",결혼식에 초대하는 편지,17
축의금  축하하는 뜻을 나타내기 위해 내는 돈이나 물품,11,축의금은 어떤 목적으로 내는 것인가?,"1. 위로하는 뜻을 나타내기 위해
2. 축하하는 뜻을 나타내기 위해
3. 감사하는 뜻을 나타내기 위해
4. 사과하는 뜻을 나타내기 위해
",축하하는 뜻을 나타내기 위해,17
문상  죽은 사람과 그 가족을 위로하기 위해 방문하는 일,12,문상이란 무엇인가?,"1. 죽은 사람과 그 가족을 위로하기 위해 방문하는 일
2. 결혼식에 참석하기 위해 방문하는 일
3. 생일 파티에 참석하기 위해 방문하는 일
4. 회사 모임에 참석하기 위해 방문하는 일
",죽은 사람과 그 가족을 위로하기 위해 방문하는 일,17
조의금  상을 당한 가족에게 위로의 뜻을 나타내기 위해 내는 돈이나 물품,13,조의금은 어떤 상황에서 내는 것인가?,"1. 결혼식에서
2. 생일 파티에서
3. 회사 모임에서
4. 상을 당한 가족에게
",상을 당한 가족에게,17
화장  죽은사람을불에태워장례를치름,14,화장이란 무엇인가?,"1. 죽은 사람을 묻는 것
2. 죽은 사람을 불에 태워 장례를 치르는 것
3. 죽은 사람을 해장하는 것
4. 죽은 사람을 해체하는 것
",죽은 사람을 불에 태워 장례를 치르는 것,17
"부모, 조부모 등 조상이 돌아가신 날이나 설 또는 추석과 같은 명절에 조상을 추모하는 것을 제사 라고 한다.",15,제사란 무엇인가?,"1. 조상을 추모하는 것
2. 가족을 추모하는 것
3. 친구를 추모하는 것
4. 동료를 추모하는 것
",조상을 추모하는 것,17
이 날에는 가족이 모여 조상을 생각하며 제사 음식 앞에서 조상에게 절을 두 번 한다.,16,제사에서 가족이 하는 행동은 무엇인가?,"1. 조상에게 절을 두 번 한다
2. 조상에게 절을 세 번 한다
3. 조상에게 절을 한 번 한다
4. 조상에게 절을 네 번 한다
",조상에게 절을 두 번 한다,17
제사 음식은 가족이 함께 나누어 먹는다.,17,제사 음식은 누가 먹는가?,"1. 조상이
2. 가족이
3. 친구가
4. 동료가
",가족이,17
이는 조상의 덕을 기리고 조상의 덕을 통해 가족이 좀 더 행복한 생활을 하기를 기원하는 의미를 갖는다.,18,제사를 하는 이유는 무엇인가?,"1. 조상의 덕을 기리고 가족이 행복한 생활을 하기를 기원하기 위해
2. 조상의 덕을 기리고 가족이 부유한 생활을 하기를 기원하기 위해
3. 조상의 덕을 기리고 가족이 건강한 생활을 하기를 기원하기 위해
4. 조상의 덕을 기리고 가족이 성공한 생활을 하기를 기원하기 위해
",조상의 덕을 기리고 가족이 행복한 생활을 하기를 기원하기 위해,17
문상  촛대,19,문상에 사용되는 물품은 무엇인가?,"1. 촛대
2. 꽃다발
3. 과일 바구니
4. 선물 상자
",촛대,17
종교에 따라 제사 모습이 다르다.,20,제사상의 모습이 어떤 것에 따라 다르게 나타나는가?,"1. 나이에 따라
2. 성별에 따라
3. 종교에 따라
4. 지역에 따라
",종교에 따라,17
결혼식이나 장례식에 가는 사람들은 대부분 축하하는 마음 또는 위로하는 마음을 담아 축의금이나 조의금을 전달한다.,21,결혼식이나 장례식에 가는 사람들이 주로 전달하는 것은 무엇인가?,"1. 축의금이나 조의금
2. 선물
3. 편지
4. 꽃다발
",축의금이나 조의금,17
돌잡이 물건에는 저마다 뜻이 있어서 돌을 맞은 아기가 무엇을 잡을지 지켜보는 것도 무척 재미 있다.,22,돌잡이 물건에는 어떤 특징이 있는가?,"1. 색상에 따른 뜻이 있다
2. 모양에 따른 뜻이 있다
3. 저마다 뜻이 있다
4. 크기에 따른 뜻이 있다
",저마다 뜻이 있다,17
한국에서는 돌을 맞이한 아기에게 금반지를 선물하는 경우가 많다.,23,한국에서 돌잔치에 주로 선물하는 것은 무엇인가?,"1. 장난감
2. 옷
3. 금반지
4. 도서
",금반지,17
금반지는 아기가 금처럼 가치 있고 순수한 모습으로 변치 말고 잘 자라라는 의미를 담고 있다.,24,금반지를 선물하는 것의 의미는 무엇인가?,"1. 아기의 건강을 기원하는 의미
2. 아기의 행운을 기원하는 의미
3. 아기가 가치 있고 순수한 모습으로 잘 자라라는 의미
4. 아기의 미래 성공을 기원하는 의미
",아기가 가치 있고 순수한 모습으로 잘 자라라는 의미,17
돌잔치에 받은 금반지를 모아 아이가 결혼할 때 결혼반지로 만들어 주기도 한다.,25,돌잔치에 받은 금반지는 어떻게 활용되기도 하는가?,"1. 기념품으로 보관한다
2. 아이가 결혼할 때 결혼반지로 만든다
3. 팔아서 돈을 얻는다
4. 다른 선물로 교환한다
",아이가 결혼할 때 결혼반지로 만든다,17
금값이 크게 오른 요즘에는 금반지 대신 축의금을 내는 경우도 많다.,26,금값이 크게 오른 요즘에는 돌잔치에 어떤 것을 주는 경우가 많은가?,"1. 금반지
2. 은반지
3. 장난감
4. 축의금
",축의금,17
결혼식이나 장례식에 가는 사람들은 대부분 축하하는 마음 또는 위로하는 마음을 담아 축의금이나 조의금을 전달한다.,27,축의금이나 조의금을 전달하는 것은 어떤 마음을 담아 전달하는 것인가?,"1. 축하하는 마음 또는 위로하는 마음
2. 감사하는 마음
3. 사과하는 마음
4. 기쁨을 나누는 마음
",축하하는 마음 또는 위로하는 마음,17
여러 사람이 조금씩 내는 축의금과 조의 금은 각각 결혼식과 장례식의 비용으로 사용된다.,28,축의금과 조의금은 주로 어떻게 사용되는가?,"1. 개인의 생활비로 사용된다
2. 결혼식과 장례식의 비용으로 사용된다
3. 기부금으로 사용된다
4. 투자금으로 사용된다
",결혼식과 장례식의 비용으로 사용된다,17
"예를 들어 실을 잡으면 장수를, 돈을 잡으면 부를 상징한다.",29,돌잡이에서 아기가 실을 잡으면 어떤 것을 상징하는가?,"1. 부
2. 장수
3. 지혜
4. 건강
",장수,17
한국에서는 생일에 대개 가족이나 친구들이 함께 모여 식사를 하고 선물을 주고 받으며 생일을 축하한다.,30,한국에서 생일을 어떻게 보내는지 설명하시오.,"1. 가족이나 친구들과 함께 모여 식사를 하고 선물을 주고 받는다.
2. 가족이나 친구들과 함께 모여 노래를 부른다.
3. 가족이나 친구들과 함께 모여 춤을 춘다.
4. 가족이나 친구들과 함께 모여 영화를 본다.
",가족이나 친구들과 함께 모여 식사를 하고 선물을 주고 받는다.,17
생일에는 일반적으로 미역국을 끓여 먹는다.,31,한국에서 생일에 일반적으로 무엇을 먹는가?,"1. 김치찌개
2. 된장찌개
3. 미역국
4. 순두부찌개
",미역국,17
한국에서는 첫 번째 생일과 60번째 생일에는 좀 더 특별한 의미를 부여한다.,32,한국에서 어떤 생일에 특별한 의미를 부여하는가?,"1. 첫 번째 생일과 60번째 생일
2. 첫 번째 생일과 50번째 생일
3. 첫 번째 생일과 40번째 생일
4. 첫 번째 생일과 30번째 생일
",첫 번째 생일과 60번째 생일,17
아기가 태어난 지 100일만 되어도 그때까지 건강하게 자란 아이를 축하하기 위해 백일 잔치를 벌였다.,33,한국에서는 아기가 태어난 지 몇 일이 되면 잔치를 벌이는가?,"1. 50일
2. 100일
3. 150일
4. 200일
",100일,17
시간이 더 지나 첫 번째 생일을 맞이하면 돌잔치를 갖는다.,34,한국에서는 아기의 첫 번째 생일을 무엇이라고 부르는가?,"1. 백일잔치
2. 돌잔치
3. 환갑잔치
4. 칠순잔치
",돌잔치,17
태어나서 60번째 맞이하는 생일을 환갑이라고 한다.,35,한국에서는 60번째 생일을 무엇이라고 부르는가?,"1. 백일잔치
2. 돌잔치
3. 환갑잔치
4. 칠순잔치
",환갑잔치,17
평균 수명이 짧던 옛날에는 사람이 환갑 때까지 사는 것만 해도 큰 복이라고 생각했다.,36,옛날에는 사람이 환갑 때까지 사는 것을 어떻게 생각했는가?,"1. 큰 복이라고 생각했다.
2. 평범한 일이라고 생각했다.
3. 불행한 일이라고 생각했다.
4. 기뻐하는 일이라고 생각했다.
",큰 복이라고 생각했다.,17
평균 수명이 길어진 요즘 에는 환갑 잔치보다도 70번째 생일인 칠순 잔치를 더 크게 여는 경우가 많아지고 있다.,37,요즘에는 환갑 잔치보다 어떤 잔치를 더 크게 여기는가?,"1. 백일잔치
2. 돌잔치
3. 환갑잔치
4. 칠순잔치
",칠순잔치,17
그래서 부모가 환갑을 맞이하면 자녀들은 잔치를 열어 부모가 오래 사시기를 기원했다.,38,환갑을 맞이하면 자녀들이 부모를 위해 무엇을 하는가?,"1. 잔치를 연다.
2. 선물을 준다.
3. 여행을 보낸다.
4. 파티를 연다.
",잔치를 연다.,17
특히 돌잔치에서는 돌잡이 행사를 치르며 즐거워한다.,39,돌잔치에서 어떤 행사를 치르는가?,"1. 돌잡이 행사
2. 춤추기 행사
3. 노래 부르기 행사
4. 선물 주기 행사
",돌잡이 행사,17
새해 복 많이 받으세요.  설날은 한국의 대표적인 명절 중 하나이다.,0,한국의 대표적인 명절 중 하나는 무엇인가?,"1. 크리스마스
2. 추석
3. 설날
4. 부활절
",설날,14
음력 1월 1일에 해당하는 설날은 음력을 기준으로 한 해를 시작하는 첫날로 일 년 중 가장 큰 명절이다.,1,설날은 어떤 날짜에 해당하는가?,"1. 양력 1월 1일
2. 음력 1월 1일
3. 양력 12월 31일
4. 음력 12월 31일
",음력 1월 1일,14
"설날 아침에는 돌아가신 조상에게 감사하는 의식인 차례를 지낸 후에, 집안의 어른들에게 큰 절을 올린다.",2,설날 아침에 한국인들이 하는 의식은 무엇인가?,"1. 차례
2. 성묘
3. 세배
4. 떡국 먹기
",차례,14
이것을 세배라고 한다.,3,집안의 어른들에게 큰 절을 올리는 것을 무엇이라고 하는가?,"1. 차례
2. 성묘
3. 세배
4. 떡국 먹기
",세배,14
어린 아이들에게는 세뱃돈을 주기도 한다.,4,설날에 어른들이 어린 아이들에게 주는 것은 무엇인가?,"1. 떡국
2. 설빔
3. 세뱃돈
4. 윷놀이
",세뱃돈,14
"설날에는 대체로 아이들에게 새 옷을 입히는데, 이것을 설빔이라고 한다.",5,설날에 아이들에게 새 옷을 입히는 것을 무엇이라고 하는가?,"1. 떡국
2. 설빔
3. 세뱃돈
4. 윷놀이
",설빔,14
설날의대표적인 음식은 떡국이다.,6,설날의 대표적인 음식은 무엇인가?,"1. 김치찌개
2. 떡국
3. 비빔밥
4. 삼겹살
",떡국,14
설날에떡국을 먹는 것은 나이 한 살을 더 먹는다는 것을 의미한다.,7,설날에 떡국을 먹는 것은 무엇을 의미하는가?,"1. 건강을 의미한다
2. 행운을 의미한다
3. 나이 한 살을 더 먹는다는 것을 의미한다
4. 풍요를 의미한다
",나이 한 살을 더 먹는다는 것을 의미한다,14
아침 식사 후에는 조상들의 산소를 찾아 성묘를 한다.,8,아침 식사 후에 한국인들이 하는 것은 무엇인가?,"1. 차례
2. 성묘
3. 세배
4. 떡국 먹기
",성묘,14
"또한 설날에는 전통적으로 가족들과 친척들이 함께 떡국 모여 윷놀이를 하거나 아이들은 연날리기, 제기차기 등 같은 놀이를 즐겼다.",9,설날에 한국인들이 전통적으로 즐기는 놀이는 무엇인가?,"1. 윷놀이
2. 축구
3. 배드민턴
4. 탁구
",윷놀이,14
성묘  조상의 무덤을 찾아가 돌보는 것,10,성묘란 무엇인가?,"1. 조상의 무덤을 찾아가 돌보는 것
2. 조상을 기리는 음식을 차려놓는 것
3. 조상의 유물을 보관하는 것
4. 조상의 이야기를 전하는 것
",조상의 무덤을 찾아가 돌보는 것,14
윷놀이는 네 개의 윷을 던져 말판의 말을 움직이는 놀이로 여러 사람이 함께 참여할 수 있고 결과를 예측하기 힘든 흥미진진한 전통놀이이다.,11,윷놀이는 어떤 놀이인가?,"1. 돌을 던져서 맞추는 놀이
2. 네 개의 윷을 던져 말판의 말을 움직이는 놀이
3. 물건을 숨겨 찾는 놀이
4. 손가락으로 집을 만드는 놀이
",네 개의 윷을 던져 말판의 말을 움직이는 놀이,14
연날리기는 대나무가지에 종이를 붙여 만든 연을 하늘에 띄우는 놀이다.,12,연날리기란 어떤 놀이인가?,"1. 대나무 가지에 종이를 붙여 만든 연을 하늘에 띄우는 놀이
2. 대나무 가지를 이용해 물건을 던지는 놀이
3. 대나무 가지를 이용해 음악을 연주하는 놀이
4. 대나무 가지를 이용해 조각을 만드는 놀이
",대나무 가지에 종이를 붙여 만든 연을 하늘에 띄우는 놀이,14
정월대보름에는 자기 이름을 연에적은후연줄을끊어날려보내기도했다.이렇게 하면 나쁜 운도 같이 날아간다고 믿었다.,13,정월대보름에 연을 날리는 이유는 무엇인가?,"1. 나쁜 운을 날려보내기 위해
2. 좋은 운을 불러오기 위해
3. 신들에게 기원을 전하기 위해
4. 자신의 이름을 알리기 위해
",나쁜 운을 날려보내기 위해,14
음력 1월 15일을 정월대보름이라고 한다.,14,정월대보름은 언제인가?,"1. 음력 1월 1일
2. 음력 1월 15일
3. 음력 12월 31일
4. 음력 12월 15일
",음력 1월 15일,14
아침에 일어나면 가장 먼저 만나는 사람의 이름을 불러 “내 더위 사가라”라고 외치며 더위를 판다.,15,정월대보름에 아침에 일어나면 무엇을 외치는가?,"1. 내 행운 사가라
2. 내 더위 사가라
3. 내 건강 사가라
4. 내 행복 사가라
",내 더위 사가라,14
이날 에는 여러 가지 곡식을 섞어 지은 오곡밥과 묵은 나물을 먹는다.,16,정월대보름에는 어떤 음식을 먹는가?,"1. 오곡밥과 묵은 나물
2. 떡국과 김치
3. 비빔밥과 된장국
4. 삼계탕과 김치
",오곡밥과 묵은 나물,14
"또한 호두, 밤, 땅콩 등을 딱 소리가 나게 깨어 먹는 부럼 깨물기를 한다.",17,정월대보름에는 어떤 행동을 하는가?,"1. 호두, 밤, 땅콩 등을 딱 소리가 나게 깨어 먹는다
2. 호두, 밤, 땅콩 등을 물에 담가 먹는다
3. 호두, 밤, 땅콩 등을 굽어 먹는다
4. 호두, 밤, 땅콩 등을 삶아 먹는다
","호두, 밤, 땅콩 등을 딱 소리가 나게 깨어 먹는다",14
예로부터 이것을 하면 피부병이 생기지 않고 이가 튼튼해진다고 전해온다.,18,"정월대보름에 호두, 밤, 땅콩 등을 깨어 먹는 이유는 무엇인가?","1. 피부병이 생기지 않고 이가 튼튼해지기 때문
2. 운수가 좋아지기 때문
3. 행복이 가득하게 되기 때문
4. 건강이 좋아지기 때문
",피부병이 생기지 않고 이가 튼튼해지기 때문,14
한 해의 첫 번째 보름날로 가장 큰 보름이라는 뜻이다.,19,정월대보름이란 무엇을 의미하는가?,"1. 한 해의 첫 번째 보름날로 가장 큰 보름
2. 한 해의 마지막 보름날로 가장 큰 보름
3. 한 해의 중간 보름날로 가장 큰 보름
4. 한 해의 첫 번째 보름날로 가장 작은 보름
",한 해의 첫 번째 보름날로 가장 큰 보름,14
송편을 찔 때 솔잎을 넣으면 송편끼리 붙는 것을 막아 원래의 예쁜 달 모양을 그대로 유지할 수 있다.,20,송편을 찔 때 솔잎을 넣는 이유는 무엇인가?,"1. 송편의 맛을 향상시키기 위해
2. 송편끼리 붙는 것을 막기 위해
3. 송편의 모양을 예쁘게 만들기 위해
4. 송편을 더 단단하게 만들기 위해
",송편끼리 붙는 것을 막기 위해,14
솔잎에 들어있는 성분이 송편이 쉽게 상하는 것을 막아주기도 한다.,21,솔잎에 들어있는 성분이 송편에 어떤 영향을 주는가?,"1. 송편의 맛을 향상시킨다
2. 송편이 쉽게 상하는 것을 막아준다
3. 송편의 색깔을 더욱 밝게 만든다
4. 송편의 크기를 더욱 크게 만든다
",송편이 쉽게 상하는 것을 막아준다,14
설과 같은 명절이 되면 전국에 흩어져 살고 있는 자녀들은 고향의 부모를 찾아가는 귀성길에 나선다.,22,명절이 되면 어디로 가는 사람들이 많은가?,"1. 해외
2. 대도시
3. 고향
4. 산골
",고향,14
그래서 요즘은 고향의 부모들이 자녀가 있는 대도시로 가서 명절을 지내고 오는 역귀성도 늘어나고 있다.,23,요즘은 어떤 현상이 늘어나고 있는가?,"1. 자녀들이 고향을 찾아가는 현상
2. 부모들이 대도시를 찾아가는 현상
3. 부모들이 해외를 찾아가는 현상
4. 자녀들이 해외를 찾아가는 현상
",부모들이 대도시를 찾아가는 현상,14
한국의 또 다른 큰 명절인 추석은 음력 8월 15일로 한가위라고도 한다.,24,추석은 언제인가?,"1. 음력 7월 15일
2. 음력 8월 15일
3. 음력 9월 15일
4. 음력 10월 15일
",음력 8월 15일,14
이때는 한 해의 농사를 끝내고 곡식을 수확하는 시기로 일 년 중 가장 먹을 것이 풍성하고 날씨도 좋다.,25,추석은 어떤 시기인가?,"1. 농사를 시작하는 시기
2. 농사를 끝내고 곡식을 수확하는 시기
3. 농사를 준비하는 시기
4. 농사를 계획하는 시기
",농사를 끝내고 곡식을 수확하는 시기,14
추석에는 그 해 수확한 햇곡식과 햇과일로 조상께 감사하는 마음을 담아 차례를 지낸다.,26,추석에는 어떤 행사를 하는가?,"1. 불꽃놀이를 한다
2. 차례를 지낸다
3. 농사를 시작한다
4. 축제를 연다
",차례를 지낸다,14
추석에도 성묘를 하는데 일반적으로 추석 전에 미리 조상의 묘지를 찾아가 벌초를 한다.,27,추석 전에 일반적으로 어떤 행사를 하는가?,"1. 불꽃놀이를 한다
2. 차례를 지낸다
3. 벌초를 한다
4. 축제를 연다
",벌초를 한다,14
벌초란 묘지와 그 주위의 풀을 베어서 깨끗하게 하는 것을 말한다.,28,벌초란 무엇인가?,"1. 묘지를 파는 것
2. 묘지를 이장하는 것
3. 묘지와 그 주위의 풀을 베어서 깨끗하게 하는 것
4. 묘지에 꽃을 심는 것
",묘지와 그 주위의 풀을 베어서 깨끗하게 하는 것,14
“더도 말고 덜도 말고 한가위만 같아라.”라는 말도 생겼다.,29,“더도 말고 덜도 말고 한가위만 같아라.”라는 말은 어떤 의미인가?,"1. 한가위만큼 좋은 날이 없다는 의미
2. 한가위만큼 힘든 날이 없다는 의미
3. 한가위만큼 바쁜 날이 없다는 의미
4. 한가위만큼 슬픈 날이 없다는 의미
",한가위만큼 좋은 날이 없다는 의미,14
추석의 대표적인 음식은 송편이다.,30,추석의 대표적인 음식은 무엇인가?,"1. 김치
2. 비빔밥
3. 송편
4. 떡국
",송편,14
"송편은 쌀을 이용하여 달 모양으로 만든 떡으로, ‘솔잎 위에 쪄 낸다,’는 의미를 담고 있다.",31,송편은 어떤 모양으로 만들어지는가?,"1. 별 모양
2. 달 모양
3. 해 모양
4. 꽃 모양
",달 모양,14
